,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
1717,house,sector 17,2.98,2,6,3+,Relatively New,1449.0,1,0,0,1,0,0,MODERATE,Mid Floor
1718,house,sector 12,2.9,7,7,3,Old Property,2700.0,0,0,0,0,0,0,LOW,Low Floor
1719,house,sohna road road,0.5,2,4,3,Relatively New,725.0,0,0,0,1,0,0,LOW,Mid Floor
1720,flat,sector 77,1.65,4,3,3,Relatively New,1765.0,0,1,0,0,0,0,MODERATE,Mid Floor
1721,house,sector 43,3.35,1,1,0,Old Property,1242.0,0,0,0,0,0,0,LOW,Low Floor
1722,flat,sector 67a,1.85,4,4,0,New Property,2556.0,0,0,0,0,0,0,LOW,Mid Floor
1723,flat,sector 79,1.1,2,2,3+,New Property,1223.0,0,0,0,0,0,1,LOW,Mid Floor
1724,flat,sector 113,3.05,3,4,3,New Property,2600.0,0,1,0,0,0,0,HIGH,High Floor
1725,flat,sector 67,2.35,3,4,3+,Moderately Old,1751.0,0,1,0,0,0,1,HIGH,High Floor
1726,flat,sector 84,1.02,4,4,3+,Relatively New,1896.0,0,1,0,1,0,0,MODERATE,High Floor
1727,house,sector 12,0.42,3,3,0,New Property,567.0,0,0,0,1,0,0,LOW,Low Floor
1728,flat,sector 43,2.0,3,3,2,Old Property,1467.0,0,1,0,0,0,2,LOW,Low Floor
1729,house,sector 50,7.1,3,3,3,Moderately Old,2259.0,0,1,0,0,0,0,LOW,Low Floor
1730,flat,sector 102,2.2,3,4,3+,Moderately Old,1945.0,1,1,0,0,0,0,MODERATE,Mid Floor
1731,house,sohna road road,0.5,2,1,2,Moderately Old,900.0,0,0,0,0,0,0,LOW,Low Floor
1732,flat,sohna road,0.3,2,2,2,New Property,605.0,0,0,0,0,0,0,MODERATE,Mid Floor
1733,house,sector 110,1.0,3,2,2,Old Property,120.0,0,0,0,1,0,0,LOW,Low Floor
1734,house,sector 25,11.0,5,5,3+,Relatively New,3096.0,1,1,1,1,0,0,LOW,Low Floor
1735,flat,sector 76,1.92,3,3,2,Relatively New,1672.0,0,0,0,0,0,0,MODERATE,Low Floor
1736,flat,sector 108,2.9,3,4,2,Relatively New,2003.0,0,0,0,0,0,0,MODERATE,High Floor
1737,flat,sector 111,0.96,2,2,1,Relatively New,1338.0,1,0,0,0,0,0,MODERATE,Mid Floor
1738,flat,sector 65,2.8,3,3,3,Relatively New,1867.0,0,0,0,0,0,0,MODERATE,High Floor
1739,flat,sector 85,1.78,3,4,3+,New Property,2179.0,0,0,1,0,0,0,MODERATE,Mid Floor
1740,flat,sector 61,1.6,2,2,2,New Property,1278.0,1,0,0,0,1,0,LOW,Mid Floor
1741,flat,manesar,0.65,3,2,3+,Moderately Old,1696.0,0,0,0,0,0,0,LOW,Mid Floor
1742,flat,sector 33,1.9,3,3,3+,New Property,2143.0,0,1,0,0,0,0,MODERATE,High Floor
1743,flat,sector 72,1.9,3,3,3,Relatively New,1975.0,0,0,0,0,0,0,LOW,Mid Floor
1744,flat,sector 37c,1.2,3,3,3,Relatively New,1647.0,0,0,0,0,0,0,LOW,Mid Floor
1745,flat,sector 69,3.1,4,6,3+,Relatively New,2817.0,0,1,0,1,0,0,HIGH,High Floor
1746,flat,sector 37c,0.99,3,3,1,New Property,1643.0,0,1,0,0,0,0,LOW,Mid Floor
1747,flat,sector 71,1.1,3,4,3,Moderately Old,1631.0,0,1,0,0,0,0,LOW,Mid Floor
1748,flat,sector 107,0.36,2,2,1,Relatively New,496.0,0,0,0,0,0,0,LOW,Mid Floor
1749,flat,sector 79,2.01,3,4,3+,Relatively New,2141.0,0,1,0,0,0,0,HIGH,Mid Floor
1750,flat,sector 82a,2.2,3,3,3+,Relatively New,1893.0,0,1,0,0,0,2,HIGH,High Floor
1751,flat,sector 109,2.22,3,3,3,Relatively New,1896.0,0,1,0,0,1,0,MODERATE,High Floor
1752,house,sector 82,7.0,4,4,3+,Relatively New,3240.0,1,1,0,1,0,1,LOW,Low Floor
1753,house,sector 4,1.9,4,3,2,Moderately Old,211.0,0,0,1,1,0,1,LOW,Low Floor
1754,flat,sector 33,0.95,2,2,3+,Under Construction,1253.0,0,0,0,0,0,0,LOW,Mid Floor
1755,flat,sector 90,1.42,4,4,3+,Moderately Old,2139.0,0,1,1,0,0,0,LOW,Mid Floor
1756,house,sector 7,3.1,3,3,2,Old Property,2250.0,0,0,0,0,0,0,LOW,Low Floor
1757,flat,sector 68,0.8,2,2,3+,New Property,1180.0,0,0,0,0,0,1,LOW,High Floor
1758,flat,sector 47,2.4,3,3,0,Moderately Old,2667.0,0,0,0,0,0,1,LOW,Low Floor
1759,flat,sector 70,2.0,4,5,3+,Relatively New,2172.0,0,1,0,0,0,1,LOW,Low Floor
1760,flat,sector 111,4.67,4,4,3+,Relatively New,3056.0,0,0,0,0,0,0,MODERATE,Mid Floor
1761,house,sector 56,7.5,8,8,3+,Relatively New,3240.0,1,1,0,1,0,2,LOW,Mid Floor
1762,house,sector 48,3.35,6,5,3+,Moderately Old,6000.0,0,0,0,0,0,0,MODERATE,Mid Floor
1763,flat,sector 90,1.24,3,3,3+,Relatively New,1600.0,0,0,0,0,1,0,MODERATE,Mid Floor
1764,flat,sector 30,3.55,3,5,3+,Old Property,2367.0,0,1,0,0,0,1,MODERATE,High Floor
1765,house,sector 25,4.31,5,4,3,Old Property,1350.0,0,0,0,0,0,0,LOW,Mid Floor
1766,flat,sector 108,2.4,2,2,2,New Property,1250.0,0,0,0,0,0,1,MODERATE,High Floor
1767,house,sector 12,1.7,3,3,0,Old Property,200.0,0,0,0,0,0,0,LOW,Low Floor
1768,flat,sector 61,3.87,3,4,3+,Relatively New,2250.0,0,1,0,0,0,0,MODERATE,High Floor
1769,flat,sector 66,1.9,3,4,2,Relatively New,1850.0,0,1,0,0,0,1,HIGH,Mid Floor
1770,flat,sector 90,1.8,4,4,3+,Moderately Old,2468.0,0,0,0,0,0,0,MODERATE,High Floor
1771,flat,sector 72,1.9,3,3,3,Moderately Old,1787.0,0,1,0,0,0,1,LOW,Mid Floor
1772,flat,sector 65,2.25,2,2,3,Relatively New,1592.0,0,0,0,0,0,0,LOW,Mid Floor
1773,flat,sector 61,1.58,2,2,2,New Property,1278.0,1,0,0,0,0,0,LOW,Mid Floor
1774,flat,sector 84,2.28,4,4,3+,Relatively New,2998.0,0,1,0,0,0,0,MODERATE,Mid Floor
1775,flat,sector 90,1.25,3,3,3,Moderately Old,1437.0,0,1,0,0,0,0,MODERATE,High Floor
1776,flat,sohna road,0.32,2,1,0,Relatively New,476.0,0,0,0,0,0,0,LOW,Low Floor
1777,flat,sector 78,0.75,2,2,1,Moderately Old,1239.0,0,0,0,0,0,0,LOW,Mid Floor
1778,flat,sector 36a,0.65,2,2,2,Relatively New,657.0,0,0,0,0,0,0,MODERATE,Mid Floor
1779,flat,manesar,0.86,3,3,3+,Moderately Old,1900.0,0,1,0,0,0,0,MODERATE,Mid Floor
1780,flat,sector 65,2.77,4,4,3+,Relatively New,2194.0,1,1,0,0,0,2,HIGH,Mid Floor
1781,house,sector 2,4.99,4,4,3+,Moderately Old,2642.0,0,1,1,1,0,0,LOW,Mid Floor
1782,flat,sector 107,1.49,3,4,3+,Relatively New,2137.0,0,1,1,0,0,1,HIGH,Mid Floor
1783,flat,sector 90,1.25,3,3,3+,Relatively New,1700.0,0,1,0,1,0,0,MODERATE,High Floor
1784,flat,sector 79,0.71,2,2,0,Under Construction,1295.0,0,0,0,0,0,0,LOW,Mid Floor
1785,flat,sector 81,3.3,4,5,3+,Relatively New,3070.0,1,1,0,0,0,1,HIGH,Mid Floor
1786,flat,sector 70a,1.6,4,4,3,Relatively New,1600.0,1,0,0,0,1,0,LOW,Low Floor
1787,flat,sector 50,2.5,3,3,3,Relatively New,1894.0,0,0,0,1,0,1,MODERATE,High Floor
1788,flat,sector 56,2.09,4,4,3+,Relatively New,2300.0,0,0,0,0,1,1,MODERATE,Mid Floor
1789,house,sector 24,1.6,7,5,3+,Old Property,540.0,0,0,0,0,0,0,LOW,Mid Floor
1790,flat,sector 68,1.78,3,3,3+,Relatively New,1845.0,0,0,0,0,0,1,MODERATE,High Floor
1791,flat,sector 37d,1.45,3,3,3,Relatively New,1639.0,0,0,0,0,0,0,MODERATE,Mid Floor
1792,flat,manesar,0.9,4,4,3,Moderately Old,2233.0,0,0,0,0,0,0,LOW,Mid Floor
1793,flat,sector 89,0.95,2,2,2,New Property,804.0,1,0,0,0,0,0,MODERATE,Low Floor
1794,flat,sector 37c,0.86,2,3,3,Relatively New,1442.0,1,0,0,0,1,0,LOW,Mid Floor
1795,flat,sector 89,0.97,2,2,3+,New Property,1103.0,0,0,0,0,0,0,LOW,Low Floor
1796,flat,sector 106,1.13,3,4,3+,Relatively New,1186.0,1,1,0,0,0,0,LOW,High Floor
1797,flat,sector 14,2.75,4,5,3+,Old Property,2200.0,1,1,0,0,0,2,MODERATE,Mid Floor
1798,flat,sector 66,3.5,3,4,3,Relatively New,2150.0,0,1,0,0,0,0,MODERATE,Mid Floor
1799,flat,sector 90,2.0,4,4,3+,Moderately Old,2468.0,0,1,0,0,1,0,LOW,High Floor
1800,flat,sector 110,2.25,4,4,3+,Relatively New,2350.0,0,1,0,0,0,0,HIGH,Low Floor
1801,flat,sector 56,1.5,3,5,3+,Moderately Old,2250.0,1,0,0,1,0,1,MODERATE,Mid Floor
1802,house,sector 4,3.2,3,3,2,Old Property,2250.0,0,0,0,0,0,0,LOW,Low Floor
1803,house,sector 50,11.95,3,3,2,Moderately Old,3240.0,1,1,0,0,0,0,MODERATE,Low Floor
1804,flat,sector 102,1.55,3,4,3,Relatively New,1315.0,0,1,0,0,0,1,HIGH,Mid Floor
1805,flat,sector 77,1.0,2,2,2,New Property,1489.0,0,0,0,0,0,0,MODERATE,Mid Floor
1806,flat,sector 113,3.35,4,4,3+,Relatively New,2991.0,1,1,0,0,0,0,HIGH,High Floor
1807,house,sector 12,6.0,4,6,2,Old Property,1710.0,0,0,0,0,0,0,LOW,Low Floor
1808,flat,sector 71,1.3,4,4,3,Moderately Old,2127.0,0,1,0,0,0,0,MODERATE,Mid Floor
1809,flat,sector 109,1.5,3,3,1,New Property,2519.0,0,1,0,0,0,0,LOW,Mid Floor
1810,flat,sector 37d,1.65,4,3,3+,Relatively New,2091.0,0,0,0,0,0,1,MODERATE,Mid Floor
1811,flat,sector 63,4.49,4,4,3+,New Property,3150.0,0,0,0,0,0,1,MODERATE,Mid Floor
1812,flat,sector 72,3.9,4,4,3+,Relatively New,2509.0,0,1,0,0,1,0,LOW,High Floor
1813,flat,sector 91,1.4,3,3,3+,Relatively New,1700.0,0,0,0,0,0,0,MODERATE,Mid Floor
1814,house,sector 105,1.3,3,3,1,Moderately Old,1125.0,0,0,0,0,0,0,LOW,Low Floor
1815,house,sector 2,5.7,5,5,2,Old Property,4550.0,0,0,0,1,0,2,MODERATE,Low Floor
1816,flat,sector 69,1.92,4,5,3+,Relatively New,2172.0,0,1,0,0,0,1,HIGH,Mid Floor
1817,house,sector 49,6.5,5,5,2,Relatively New,3456.0,1,1,0,1,0,1,LOW,Low Floor
1818,house,sector 26,19.0,6,8,3+,Moderately Old,4500.0,1,1,1,1,0,1,MODERATE,Mid Floor
1819,flat,sector 66,2.99,3,3,3,Relatively New,2000.0,0,1,0,0,0,1,LOW,Mid Floor
1820,flat,sector 109,2.3,3,4,3+,New Property,2339.0,0,1,0,0,1,0,MODERATE,Mid Floor
1821,flat,sector 90,1.19,3,3,2,Relatively New,1562.0,0,0,0,0,1,0,MODERATE,High Floor
1822,house,sector 50,12.0,3,4,2,Moderately Old,3240.0,1,1,0,0,0,1,MODERATE,Low Floor
1823,flat,sector 81,2.91,4,5,2,Relatively New,3017.0,0,1,0,0,0,1,MODERATE,Mid Floor
1824,flat,sector 54,1.69,3,3,3+,Old Property,1991.0,0,1,0,0,0,1,MODERATE,Mid Floor
1825,house,sector 12,1.7,1,1,1,Old Property,1800.0,0,1,0,0,0,0,LOW,Low Floor
1826,flat,sector 43,3.25,4,4,3+,Moderately Old,3115.0,0,0,0,1,0,1,MODERATE,High Floor
1827,flat,sector 69,1.4,3,3,2,Relatively New,1428.0,0,0,0,0,0,0,MODERATE,Low Floor
1828,flat,sohna road,0.28,2,2,2,New Property,588.0,0,0,0,0,0,0,LOW,High Floor
1829,house,sector 13,2.25,10,10,2,Old Property,400.0,0,0,0,0,0,0,LOW,Low Floor
1830,flat,sector 106,1.25,3,4,3+,Relatively New,1186.0,0,1,0,0,0,0,HIGH,Mid Floor
1831,flat,sector 86,1.25,3,4,3,Relatively New,1339.0,1,0,0,0,0,0,LOW,Low Floor
1832,flat,sector 90,1.65,4,4,3+,Relatively New,1900.0,0,0,0,0,1,0,MODERATE,Mid Floor
1833,flat,sector 48,5.0,3,4,3,Moderately Old,4778.0,0,0,0,0,0,0,MODERATE,High Floor
1834,house,sector 109,6.0,4,5,3+,Relatively New,2430.0,0,1,0,0,0,1,MODERATE,Low Floor
1835,flat,sector 95,0.56,2,2,2,Relatively New,1234.0,0,0,0,0,0,1,MODERATE,Mid Floor
1836,flat,sector 83,1.55,3,3,3,Relatively New,1400.0,0,1,0,0,0,1,HIGH,Mid Floor
1837,flat,sector 68,1.1,2,2,3,New Property,1244.0,0,0,0,0,0,0,MODERATE,High Floor
1838,house,sector 38,4.0,4,9,3+,Relatively New,4800.0,0,0,1,1,0,1,HIGH,Low Floor
1839,flat,sector 89,1.1,2,2,2,New Property,1226.0,0,0,1,0,0,0,MODERATE,Mid Floor
1840,house,sector 4,2.3,4,4,3,Old Property,160.0,0,0,0,0,0,1,LOW,Low Floor
1841,flat,sector 70,1.64,3,5,3,Relatively New,1527.0,0,1,0,0,0,0,MODERATE,Mid Floor
1842,flat,sector 82,0.86,2,2,2,Relatively New,1294.0,1,0,0,0,0,1,MODERATE,High Floor
1843,house,sector 8,0.45,1,1,1,Moderately Old,556.0,0,0,0,0,0,0,LOW,Mid Floor
1844,flat,manesar,0.48,2,2,3,Moderately Old,993.0,0,0,0,0,0,0,MODERATE,Mid Floor
1845,flat,sohna road,0.29,2,2,1,Relatively New,577.0,0,0,0,0,0,0,LOW,Mid Floor
1846,flat,sector 90,1.15,3,3,3+,Relatively New,1645.0,0,0,0,1,0,1,MODERATE,High Floor
1847,flat,sector 72,3.25,3,3,3,Moderately Old,2986.0,0,1,0,0,0,0,MODERATE,Low Floor
1848,flat,sohna road,0.28,2,2,1,Relatively New,743.0,0,0,0,0,0,0,LOW,High Floor
1849,flat,sector 85,1.05,2,2,3,Relatively New,1484.0,0,0,0,0,1,0,LOW,Mid Floor
1850,flat,sector 92,0.5,3,3,1,Relatively New,579.0,0,0,0,0,0,0,LOW,Low Floor
1851,flat,sector 66,1.5,2,3,3,Relatively New,1330.0,0,1,0,0,1,1,MODERATE,Low Floor
1852,flat,sector 109,2.22,3,4,3,Relatively New,1860.0,1,1,1,1,0,0,LOW,High Floor
1853,flat,gwal pahari,1.5,4,4,3+,Old Property,2013.0,1,1,0,0,1,0,MODERATE,Mid Floor
1854,flat,sector 85,1.05,2,2,3+,Relatively New,1512.0,0,0,1,0,0,0,MODERATE,Mid Floor
1855,house,sector 109,1.87,3,4,0,Relatively New,2150.0,0,0,0,0,0,0,LOW,High Floor
1856,flat,sector 37c,0.35,2,2,1,Relatively New,850.0,0,0,0,0,0,1,HIGH,Mid Floor
1857,flat,sector 85,0.9,4,4,3,Moderately Old,1575.0,0,0,0,0,0,1,LOW,Mid Floor
1858,house,sohna road,1.55,2,3,2,New Property,1053.0,1,0,0,1,0,1,LOW,Low Floor
1859,flat,sector 63,7.9,4,4,3+,New Property,3950.0,0,0,0,0,0,0,MODERATE,High Floor
1860,flat,sector 81,2.2,3,4,3+,Relatively New,1900.0,0,1,0,0,0,2,MODERATE,Mid Floor
1861,flat,sector 84,1.24,3,3,3,Relatively New,1650.0,1,0,0,0,0,1,HIGH,Mid Floor
1862,flat,sector 74,2.45,3,3,3+,Relatively New,1800.0,1,0,0,0,0,0,MODERATE,High Floor
1863,flat,sector 107,0.36,2,2,2,Relatively New,608.0,0,0,0,0,0,0,LOW,Mid Floor
1864,flat,sector 84,0.69,2,2,3+,Relatively New,1222.0,1,0,0,0,0,0,MODERATE,Mid Floor
1865,flat,sector 102,1.2,2,2,3,Relatively New,1073.0,0,0,0,0,0,0,LOW,Low Floor
1866,flat,sector 85,1.25,3,4,2,Relatively New,1900.0,0,1,0,0,0,1,HIGH,Mid Floor
1867,flat,sector 37d,1.1,3,3,1,Relatively New,1500.0,0,0,0,1,0,0,LOW,Low Floor
1868,flat,sector 106,1.2,3,3,3,Relatively New,1145.0,1,0,0,0,0,0,HIGH,High Floor
1869,flat,sector 90,1.29,3,3,3,Relatively New,1540.0,1,0,0,0,0,0,HIGH,Mid Floor
1870,flat,sector 70,1.63,3,3,3,New Property,1527.0,0,1,0,0,1,0,LOW,Mid Floor
1871,flat,sector 57,1.5,3,2,3+,Moderately Old,273.0,0,0,0,0,0,0,MODERATE,Low Floor
1872,flat,sector 71,1.1,3,3,3,Relatively New,1466.0,0,0,0,0,1,0,MODERATE,High Floor
1873,flat,sector 83,0.75,2,2,2,Relatively New,1150.0,0,0,0,0,1,1,MODERATE,High Floor
1874,flat,sector 79,1.72,3,4,3+,Relatively New,1695.0,0,1,0,0,0,0,HIGH,Mid Floor
1875,flat,sector 50,1.14,2,2,2,Moderately Old,1330.0,0,0,0,0,1,1,HIGH,High Floor
1876,flat,sector 7,0.36,2,2,1,Relatively New,700.0,0,0,0,0,0,0,LOW,Low Floor
1877,flat,sector 86,0.42,2,2,1,New Property,557.0,1,1,0,1,1,0,MODERATE,Low Floor
1878,flat,sector 56,0.47,1,1,1,Old Property,672.0,0,0,0,0,0,1,MODERATE,Mid Floor
1879,flat,sector 67,2.98,3,3,3,Relatively New,2047.0,0,0,0,0,1,1,LOW,Low Floor
1880,flat,sector 70a,1.27,2,2,3+,Relatively New,1449.0,0,0,0,0,1,1,MODERATE,High Floor
1881,house,sector 57,4.6,6,6,3,Old Property,2700.0,1,1,1,1,0,2,MODERATE,Mid Floor
1882,flat,sector 90,1.3,3,3,3+,Relatively New,1929.0,0,1,0,1,0,1,MODERATE,Mid Floor
1883,flat,sector 59,6.75,4,4,2,New Property,2567.0,0,1,0,0,0,0,LOW,Mid Floor
1884,flat,sector 102,0.97,2,2,2,Relatively New,742.0,0,0,0,0,0,0,HIGH,Mid Floor
1885,flat,sector 99,1.9,4,4,3+,New Property,2835.0,0,0,0,0,0,0,MODERATE,Low Floor
1886,flat,sector 72,3.5,4,5,3+,Relatively New,2625.0,0,1,0,0,1,0,LOW,Mid Floor
1887,house,sector 37d,1.16,1,1,0,Relatively New,1535.0,0,0,0,0,0,0,LOW,Low Floor
1888,flat,sector 52,1.85,3,3,3,Moderately Old,2127.0,0,1,0,0,0,0,LOW,Mid Floor
1889,flat,sector 106,1.05,2,2,2,New Property,1539.0,0,0,0,0,0,0,MODERATE,Mid Floor
1890,flat,sector 108,2.6,3,3,2,New Property,1711.0,0,0,0,0,0,0,LOW,High Floor
1891,flat,sector 83,1.08,3,3,3,Relatively New,1537.0,0,0,1,0,0,0,MODERATE,Mid Floor
1892,flat,sector 33,1.7,3,3,3+,New Property,1697.0,0,0,0,0,0,1,LOW,Mid Floor
1893,flat,sector 86,1.93,3,4,3,Relatively New,2068.0,0,1,0,0,0,0,MODERATE,High Floor
1894,house,sector 3 phase 2,1.0,3,4,2,Relatively New,900.0,0,0,0,0,0,0,LOW,Low Floor
1895,flat,sector 43,2.75,3,4,3+,Moderately Old,2222.0,0,1,0,0,1,1,LOW,Mid Floor
1896,flat,sector 85,1.98,3,4,3,Relatively New,2399.0,0,0,1,0,0,0,HIGH,High Floor
1897,flat,sector 103,1.33,3,3,3+,Relatively New,1671.0,1,0,0,0,0,0,HIGH,Mid Floor
1898,flat,sector 95,0.57,2,2,2,Relatively New,1364.0,0,0,0,0,0,0,LOW,Mid Floor
1899,flat,sector 92,0.85,3,3,3,Relatively New,1801.0,0,0,0,0,0,0,MODERATE,Low Floor
1900,flat,sector 79,1.3,3,3,3,Relatively New,1176.0,0,0,1,0,0,1,MODERATE,High Floor
1901,house,sector 28,3.5,2,6,3,Relatively New,1350.0,0,0,0,0,0,0,LOW,Mid Floor
1902,flat,sector 49,2.65,3,4,3,Moderately Old,2251.0,0,1,0,1,0,1,MODERATE,High Floor
1903,flat,sector 4,0.43,2,2,1,Relatively New,722.0,0,0,0,0,0,0,LOW,Low Floor
1904,flat,sector 104,0.2,1,1,1,Relatively New,301.0,0,0,0,0,0,0,MODERATE,Mid Floor
1905,flat,sector 69,1.78,4,4,2,Relatively New,1819.0,0,0,0,1,0,1,HIGH,Mid Floor
1906,flat,sector 110,3.49,4,5,3,Relatively New,3077.0,0,1,0,0,0,0,HIGH,Mid Floor
1907,flat,sector 56,1.39,3,3,3,Moderately Old,1738.0,1,0,0,0,0,1,MODERATE,Mid Floor
1908,flat,sector 82,1.15,3,4,2,Relatively New,1620.0,0,1,0,1,0,1,MODERATE,High Floor
1909,flat,sector 49,4.21,5,6,3+,Relatively New,3219.0,0,1,0,1,0,0,LOW,High Floor
1910,flat,sector 70a,0.85,2,2,2,Relatively New,842.0,0,0,0,0,0,1,LOW,Mid Floor
1911,flat,sector 50,2.97,3,3,3+,Moderately Old,2600.0,0,1,0,0,0,1,HIGH,Mid Floor
1912,flat,sector 33,1.1,2,2,2,New Property,1533.0,0,0,0,0,0,0,MODERATE,High Floor
1913,flat,sector 83,0.95,2,2,3,Relatively New,1300.0,0,0,0,0,0,1,MODERATE,Mid Floor
1914,flat,sector 76,0.5,2,2,1,Under Construction,844.0,0,0,0,0,0,0,MODERATE,Mid Floor
1915,flat,sector 102,1.3,3,3,3,Relatively New,1315.0,0,1,0,0,0,1,MODERATE,Mid Floor
1916,flat,sector 86,0.43,2,2,1,New Property,557.0,0,0,0,0,1,0,MODERATE,Mid Floor
1917,flat,sector 99a,0.27,2,2,1,Relatively New,538.0,0,0,0,0,1,0,LOW,Mid Floor
1918,flat,sector 95,0.32,2,2,1,Relatively New,610.0,0,0,0,1,0,1,MODERATE,Mid Floor
1919,flat,dwarka expressway,1.08,3,3,0,Under Construction,1758.0,0,0,0,0,0,0,LOW,Low Floor
1920,flat,sector 81,1.45,3,3,3,Relatively New,1650.0,0,0,0,0,1,1,MODERATE,Mid Floor
1921,house,sector 31,3.69,4,4,2,Moderately Old,1557.0,1,1,0,1,0,1,MODERATE,Low Floor
1922,house,sector 23,5.65,7,7,3+,Moderately Old,5000.0,0,1,0,1,0,0,MODERATE,Low Floor
1923,flat,sector 61,2.54,3,3,3,Relatively New,1639.0,0,0,1,0,0,0,LOW,Low Floor
1924,flat,sohna road,0.75,2,2,0,Relatively New,1081.0,0,0,0,0,0,0,MODERATE,Low Floor
1925,house,sector 105,0.6,3,3,0,Moderately Old,450.0,0,0,0,0,0,0,LOW,Mid Floor
1926,flat,sector 102,1.26,2,2,2,Relatively New,1100.0,0,0,0,0,0,0,MODERATE,Mid Floor
1927,flat,sector 48,1.42,3,3,3,Moderately Old,1493.0,0,0,1,0,0,2,HIGH,Low Floor
1928,flat,sector 79,1.3,3,3,2,Relatively New,1215.0,1,0,0,1,0,0,HIGH,Mid Floor
1929,flat,sector 103,0.5,2,2,2,Relatively New,698.0,0,0,0,0,0,0,LOW,Mid Floor
1930,flat,sector 95,0.28,2,2,2,New Property,694.0,0,0,0,0,1,0,LOW,Mid Floor
1931,flat,sector 83,0.78,2,2,2,Relatively New,850.0,1,0,0,1,0,1,HIGH,Mid Floor
1932,flat,sector 86,1.5,3,3,3+,Relatively New,1780.0,1,0,0,0,0,0,HIGH,High Floor
1933,house,sector 4,0.65,2,1,1,Moderately Old,500.0,0,0,0,0,0,0,LOW,Mid Floor
1934,flat,sector 95,0.37,3,2,1,Relatively New,716.0,0,0,0,1,0,1,MODERATE,Mid Floor
1935,flat,sector 89,1.5,3,3,3,New Property,1944.0,0,0,0,0,1,0,LOW,Low Floor
1936,house,sector 109,7.0,5,5,3+,Relatively New,6228.0,0,1,0,0,0,0,MODERATE,Low Floor
1937,flat,sector 69,1.43,3,3,2,Relatively New,1455.0,0,0,0,1,0,0,MODERATE,Low Floor
1938,house,sector 4,4.12,2,1,3+,Moderately Old,4635.0,0,0,0,0,0,0,LOW,Low Floor
1939,flat,sector 59,5.0,4,4,3+,Relatively New,4254.0,1,1,1,1,0,1,HIGH,High Floor
1940,flat,sector 67a,1.8,3,3,3,New Property,1551.0,0,1,1,0,0,1,HIGH,Mid Floor
1941,flat,sector 111,2.58,3,4,2,Relatively New,2200.0,0,1,0,0,0,0,MODERATE,Mid Floor
1942,flat,sector 74,1.47,2,2,3,New Property,1281.0,0,0,0,0,0,1,LOW,High Floor
1943,flat,manesar,1.65,4,3,3,New Property,3111.0,0,1,0,0,0,0,LOW,Mid Floor
1944,house,sector 11,2.1,2,6,3+,Relatively New,1215.0,0,0,0,0,0,0,LOW,Mid Floor
1945,house,sector 25,6.3,4,4,3+,Old Property,1800.0,0,1,1,0,0,0,MODERATE,Low Floor
1946,flat,sohna road,0.56,2,2,3,New Property,913.0,0,0,0,0,0,0,MODERATE,Mid Floor
1947,flat,sector 77,0.8,2,2,2,Relatively New,1163.0,0,0,0,0,0,1,LOW,Mid Floor
1948,flat,sector 79,1.55,3,4,3,Relatively New,1416.0,0,1,0,0,0,1,HIGH,High Floor
1949,flat,sector 54,1.75,4,3,3+,Old Property,1900.0,0,0,0,0,1,1,LOW,Mid Floor
1950,flat,sector 79,1.47,2,2,3,New Property,93.0,1,0,0,0,0,0,MODERATE,Mid Floor
1951,house,sector 9,0.5,3,2,1,Old Property,822.0,0,0,0,0,0,0,LOW,Low Floor
1952,house,sector 49,4.45,6,6,3,Moderately Old,2880.0,1,1,1,1,0,2,HIGH,Mid Floor
1953,flat,sector 89,1.2,3,3,2,New Property,1423.0,1,0,0,0,1,0,LOW,Mid Floor
1954,house,sector 28,8.4,4,4,3+,Relatively New,2430.0,0,1,1,1,0,1,MODERATE,Low Floor
1955,flat,sector 83,1.05,3,3,3,Moderately Old,1468.0,0,0,0,1,0,1,MODERATE,Mid Floor
1956,flat,sector 63a,2.0,3,3,2,Relatively New,1540.0,0,0,0,0,0,0,LOW,Low Floor
1957,flat,sector 103,2.4,4,6,3+,Relatively New,2456.0,0,1,0,0,0,0,HIGH,High Floor
1958,flat,sector 67,1.0,3,3,3+,Moderately Old,1406.0,0,0,0,0,0,0,LOW,Low Floor
1959,house,sector 48,6.4,3,4,3,Relatively New,2592.0,1,1,1,0,0,1,MODERATE,Low Floor
1960,house,sector 38,3.9,6,6,3+,Moderately Old,1836.0,1,1,0,1,0,0,LOW,Mid Floor
1961,flat,sector 2,1.55,3,4,3+,Moderately Old,1738.0,0,1,0,0,0,0,MODERATE,Mid Floor
1962,flat,sector 74,2.25,3,3,3,Relatively New,1900.0,1,0,0,0,0,0,HIGH,Mid Floor
1963,house,sohna road road,0.49,2,2,1,New Property,1150.0,0,0,0,0,0,0,LOW,Mid Floor
1964,flat,sector 63,3.4,3,3,3+,New Property,3077.0,0,0,0,0,0,0,MODERATE,Low Floor
1965,flat,sector 84,0.39,2,2,0,Relatively New,549.0,0,0,0,0,0,0,LOW,Mid Floor
1966,flat,sector 33,2.3,4,4,3+,New Property,2000.0,0,1,0,1,0,0,LOW,Mid Floor
1967,flat,sector 108,3.0,4,5,3+,Relatively New,2204.25,0,1,0,0,0,2,MODERATE,Low Floor
1968,flat,sector 102,1.85,3,3,3+,Relatively New,2250.0,0,1,0,0,0,1,MODERATE,Low Floor
